0,0.0,0.13508204,0.40782124
1,0.0,0.13826811,0.39664805
2,0.0,0.13809353,0.39664805
3,0.0,0.14073406,0.41899443
4,0.0,0.1552024,0.41899443
5,0.0,0.14634244,0.424581
6,0.0,0.15291102,0.424581
7,0.0,0.15315107,0.44134077
8,0.0,0.15806113,0.44134077
9,0.0,0.15945777,0.48044693
10,0.0,0.16105083,0.48044693
11,0.0,0.16286209,0.4301676
12,0.0,0.1591959,0.39664805
13,0.0,0.15865035,0.44134077
14,0.0,0.15293285,0.44692737
15,0.0,0.15288922,0.44134077
16,0.0,0.14922303,0.4301676
17,0.0,0.14780456,0.4301676
18,0.0,0.13992661,0.4301676
19,0.0,0.1466043,0.424581
20,0.0,0.14127961,0.4301676
21,0.0,0.1449458,0.4301676
22,0.0,0.14671342,0.4301676
23,0.0,0.14985585,0.37430167
24,0.0,0.14341821,0.36871508
25,0.0,0.14645155,0.36871508
26,0.0,0.14791365,0.36871508
27,0.0,0.15430763,0.36871508
28,0.0,0.15260547,0.36871508
29,0.0,0.16102897,0.424581
30,0.0,0.15941411,0.4301676
31,0.0,0.16314577,0.4301676
32,0.0,0.16375677,0.44692737
33,0.0,0.1571882,0.4301676
34,0.0,0.15614073,0.4301676
35,0.0,0.1591086,0.424581
36,0.0,0.16380042,0.36871508
37,0.0,0.16083257,0.36871508
38,0.0,0.16432416,0.43575418
39,0.0,0.16168365,0.4301676
40,0.0,0.1628184,0.4301676
41,0.0,0.16452056,0.4301676
42,0.0,0.15413304,0.36871508
43,0.0,0.15989418,0.36871508
44,0.0,0.15926133,0.37988827
45,0.0,0.16478243,0.37988827
46,0.0,0.16364767,0.36871508
47,0.0,0.15238725,0.4301676
48,0.0,0.15533331,0.4301676
49,0.0,0.15736279,0.36871508
50,0.0,0.1621201,0.40782124
51,0.0,0.16305846,0.37430167
52,0.0,0.16081075,0.37430167
53,0.0,0.16015609,0.4301676
54,0.0,0.15144888,0.37988827
55,0.0,0.1519508,0.37430167
56,0.0,0.15219085,0.36871508
57,0.0,0.15171076,0.4301676
58,0.0,0.14839374,0.4301676
59,0.0,0.14909206,0.4301676
60,0.0,0.1500304,0.36871508
61,0.0,0.14931028,0.37988827
62,0.0,0.15142706,0.37988827
63,0.0,0.14684433,0.36871508
64,0.0,0.15489684,0.36871508
65,0.0,0.16061434,0.37988827
66,0.0,0.16266567,0.37988827
67,0.0,0.15323833,0.36871508
68,0.0,0.15550786,0.36871508
69,0.0,0.16334215,0.36871508
70,0.0,0.16155271,0.36871508
71,0.0,0.15295462,0.36871508
72,0.0,0.156599,0.36871508
73,0.0,0.15793017,0.36871508
74,0.0,0.1567954,0.36871508
75,0.0,0.15267093,0.36871508
76,0.0,0.15655535,0.36871508
77,0.0,0.14684433,0.36871508
78,0.0,0.14811003,0.36871508
79,0.0,0.14728077,0.36871508
80,0.0,0.14130141,0.39106146
81,0.0,0.14199974,0.36871508
82,0.0,0.13586761,0.38547486
83,0.0,0.1399266,0.38547486
84,0.0,0.14007935,0.38547486
85,0.0,0.13405634,0.4301676
86,0.0,0.13436185,0.4301676
87,0.0,0.13551845,0.4301676
88,0.0,0.13857359,0.41899443
89,0.0,0.134711,0.41899443
90,0.0,0.13630404,0.36871508
91,0.0,0.13514745,0.43575418
92,0.0,0.13272513,0.36871508
93,0.0,0.138399,0.37988827
94,0.0,0.15092514,0.39664805
95,0.0,0.1420652,0.39664805
96,0.0,0.14055945,0.4301676
97,0.0,0.13968654,0.424581
98,0.0,0.13903187,0.424581
99,0.0,0.14101774,0.424581
100,0.0,0.14948486,0.43575418
101,0.0,0.15260547,0.43575418
102,0.0,0.14804457,0.36871508
103,0.0,0.14509852,0.36871508
104,0.0,0.15083785,0.36871508
105,0.0,0.15142706,0.36871508
106,0.0,0.14900476,0.36871508
107,0.0,0.1487429,0.4301676
108,0.0,0.15358749,0.41340783
109,0.0,0.15439492,0.44134077
110,0.0,0.15633713,0.4301676
111,0.0,0.15952322,0.48044693
112,0.0,0.14965944,0.4301676
113,0.0,0.14922298,0.4301676
114,0.0,0.1507724,0.4301676
115,0.0,0.1458405,0.424581
116,0.0,0.14920115,0.424581
117,0.0,0.15354384,0.424581
118,0.0,0.15258364,0.36871508
119,0.0,0.15085967,0.36871508
120,0.0,0.1504014,0.36871508
121,0.0,0.15450403,0.37430167
122,0.0,0.16153088,0.43575418
123,0.0,0.15151434,0.36871508
124,0.0,0.16220737,0.36871508
125,0.0,0.15721,0.36871508
126,0.0,0.16430233,0.36871508
127,0.0,0.16434598,0.36871508
128,0.0,0.16685557,0.37430167
129,0.0,0.16268748,0.38547486
130,0.0,0.16641913,0.36871508
131,0.0,0.16249108,0.38547486
132,0.0,0.16526255,0.38547486
133,0.0,0.15932682,0.38547486
134,0.0,0.15856303,0.38547486
135,0.0,0.16019972,0.38547486
136,0.0,0.15838844,0.38547486
137,0.0,0.15725367,0.37430167
138,0.0,0.15832299,0.41899443
139,0.0,0.15491866,0.37430167
140,0.0,0.15269275,0.37430167
141,0.0,0.1616618,0.37430167
142,0.0,0.16098532,0.37430167
143,0.0,0.15657715,0.36871508
144,0.0,0.15085967,0.36871508
145,0.0,0.15061963,0.37430167
146,0.0,0.15585703,0.37430167
147,0.0,0.15686086,0.37430167
148,0.0,0.1536093,0.36871508
149,0.0,0.15374026,0.4301676
150,0.0,0.16109443,0.4301676
151,0.0,0.16061434,0.44134077
152,0.0,0.16142178,0.4301676
153,0.0,0.16059251,0.4301676
154,0.0,0.15522417,0.4301676
155,0.0,0.15374026,0.4301676
156,0.0,0.16157451,0.4301676
157,0.0,0.15435126,0.36871508
158,0.0,0.14533857,0.36871508
159,0.0,0.14909203,0.36871508
160,0.0,0.14302538,0.37430167
161,0.0,0.14738989,0.37430167
162,0.0,0.14306901,0.424581
163,0.0,0.14656062,0.424581
164,0.0,0.14263257,0.37430167
165,0.0,0.14614601,0.37430167
166,0.0,0.14501123,0.5027933
167,0.0,0.13715513,0.5027933
168,0.0,0.14066856,0.5027933
169,0.0,0.1478918,0.39106146
170,0.0,0.14503306,0.48603353
171,0.0,0.14588414,0.48603353
172,0.0,0.14372371,0.47486034
173,0.005586592,0.14821914,0.46368715
174,0.0,0.14680067,0.44692737
175,0.0,0.15131792,0.44692737
176,0.0,0.14845918,0.44692737
177,0.0,0.14280714,0.44692737
178,0.0,0.14590597,0.44692737
179,0.0,0.15232177,0.44692737
180,0.0,0.1518635,0.37988827
181,0.0,0.15118699,0.36871508
182,0.0,0.15616253,0.37430167
183,0.0,0.15526782,0.37430167
184,0.0,0.15891218,0.37430167
185,0.0,0.15264912,0.37430167
186,0.0,0.15190716,0.37430167
187,0.0,0.15229996,0.37430167
188,0.0,0.15572609,0.37988827
189,0.0,0.1600688,0.43575418
190,0.0,0.15470046,0.39664805
191,0.0,0.1523218,0.4301676
192,0.0,0.15500596,0.37430167
193,0.033519555,0.15664265,0.38547486
194,0.0,0.16087623,0.38547486
195,0.0,0.1489393,0.38547486
196,0.0,0.14917934,0.38547486
197,0.0,0.15295462,0.37988827
198,0.0,0.15526782,0.37988827
199,0.0,0.14926663,0.37988827
200,0.0,0.14915751,0.37430167
