0,0.38,0.49660942,0.627
1,0.38,0.50192195,0.627
2,0.3935,0.50292194,0.6125
3,0.3945,0.5021172,0.6015
4,0.3945,0.5032266,0.6035
5,0.3845,0.5007969,0.6035
6,0.4125,0.5077812,0.6375
7,0.386,0.5011484,0.6375
8,0.3855,0.49935946,0.6375
9,0.383,0.49818757,0.613
10,0.3865,0.49976566,0.613
11,0.3345,0.49885157,0.616
12,0.3885,0.49716404,0.616
13,0.3565,0.49907035,0.617
14,0.397,0.5022344,0.6655
15,0.39,0.5055,0.6485
16,0.346,0.50346094,0.6485
17,0.3865,0.50237495,0.6675
18,0.392,0.50339055,0.7065
19,0.432,0.5012422,0.6675
20,0.3835,0.5018594,0.6675
21,0.463,0.5013282,0.6225
22,0.4655,0.5033594,0.6655
23,0.421,0.49947655,0.545
24,0.383,0.49845308,0.579
25,0.363,0.49567184,0.5285
26,0.383,0.49598438,0.505
27,0.3505,0.49518752,0.513
28,0.3505,0.49538282,0.5485
29,0.422,0.49760938,0.5495
30,0.453,0.49973434,0.5495
31,0.439,0.49783593,0.5755
32,0.4385,0.49825,0.5345
33,0.3695,0.49599218,0.5165
34,0.379,0.49724218,0.5675
35,0.4325,0.50047654,0.6115
36,0.412,0.5007656,0.6115
37,0.404,0.49967188,0.592
38,0.39,0.50039065,0.592
39,0.39,0.5002969,0.592
40,0.39,0.49846873,0.5485
41,0.4575,0.49987498,0.5485
42,0.489,0.5014375,0.5485
43,0.3915,0.49832815,0.533
44,0.3995,0.501,0.561
45,0.3795,0.4980547,0.612
46,0.39,0.49963284,0.612
47,0.392,0.49991408,0.612
48,0.4,0.5005937,0.6095
49,0.4005,0.49609375,0.537
50,0.391,0.4980625,0.537
51,0.407,0.4991875,0.5695
52,0.465,0.5010391,0.5535
53,0.4655,0.5022266,0.608
54,0.4575,0.5014844,0.5835
55,0.488,0.5023672,0.5955
56,0.486,0.5015,0.5955
57,0.4955,0.50039065,0.522
58,0.4955,0.5012031,0.531
59,0.4955,0.5025547,0.5695
60,0.4855,0.50318754,0.601
61,0.4855,0.5022187,0.5795
62,0.4875,0.50113285,0.5845
63,0.475,0.5006797,0.5745
64,0.4875,0.49991405,0.51
65,0.4505,0.49846876,0.5015
66,0.46,0.5005625,0.6025
67,0.4795,0.50114065,0.6025
68,0.468,0.50023437,0.5675
69,0.486,0.50185156,0.5675
70,0.487,0.5017656,0.5675
71,0.39,0.4998906,0.5675
72,0.3805,0.4985781,0.5675
73,0.3895,0.49961716,0.5675
74,0.451,0.50178903,0.5675
75,0.451,0.5025078,0.604
76,0.4725,0.5028984,0.604
77,0.4255,0.50048435,0.579
78,0.427,0.500125,0.5845
79,0.456,0.5005,0.5455
80,0.456,0.49770314,0.5105
81,0.4565,0.49864063,0.505
82,0.4445,0.49948436,0.547
83,0.441,0.4993203,0.547
84,0.406,0.5014297,0.632
85,0.401,0.50071096,0.632
86,0.404,0.5000078,0.6185
87,0.4565,0.49910158,0.533
88,0.4735,0.5007266,0.558
89,0.443,0.49854687,0.544
90,0.3995,0.49951565,0.544
91,0.4485,0.49953908,0.544
92,0.44,0.49958596,0.544
